PC1,PC2,PC3
0.17900605,0.19200735,-0.20748927
0.18704464,0.19030377,-0.19569467
0.19393602,0.18866612,-0.18174483
0.20042998,0.18733975,-0.16645692
0.20711432,0.18603975,-0.15058099
0.21429428,0.18437591,-0.13464816
0.2220383,0.18204248,-0.11892809
0.23028001,0.17886975,-0.10345172
0.23891465,0.1748021,-0.08807236
0.24787235,0.16984828,-0.07254348
0.25716463,0.16403708,-0.05659659
0.266907,0.15739192,-0.040013213
0.27732068,0.14992958,-0.022686051
0.28871608,0.14166827,-0.0046740705
0.30154398,0.13265947,0.013699762
0.31627095,0.12300721,0.031812377
0.33340326,0.11285388,0.04865289
0.35336292,0.1022878,0.06282691
0.3764,0.0911459,0.07262472
0.40252995,0.07870741,0.07619341
0.43155134,0.06335623,0.07176061
0.46316707,0.042430125,0.057794843
0.4971646,0.012684223,0.03303455
-0.5030807,-0.015686562,-0.035509385
-0.30672145,-0.11001307,-0.11159691
-0.130435,-0.13385499,-0.1666247
0.0014742132,-0.10224975,-0.19497587
0.081415586,-0.03526383,-0.20295632
0.122014955,0.04339932,-0.20186064
0.14275648,0.11319553,-0.19877328
0.15783845,0.1631211,-0.19606255
0.17331618,0.19208328,-0.193987
0.1898333,0.20503369,-0.19179732
0.20606388,0.20840041,-0.18835708
0.2208961,0.2072519,-0.18289933
0.23408045,0.20445387,-0.17529987
0.2459795,0.20124573,-0.16593298
0.25711814,0.19796763,-0.15533058
0.26791775,0.19458362,-0.14395608
0.27863145,0.19095564,-0.13210839
0.28937683,0.18695949,-0.11990959
0.3001924,0.18251568,-0.10733693
0.31109047,0.17758168,-0.09427414
0.32209,0.17213471,-0.08057024
0.33323336,0.16616042,-0.06609561
0.34458473,0.15964802,-0.050793234
0.35623276,0.15258865,-0.03471782
0.36827686,0.14497279,-0.018112179
0.38080814,0.13677125,-0.001416167
0.39391333,0.12789004,0.01467271
0.4076819,0.118069194,0.029212248
0.42224893,0.10673115,0.04104131
0.43787378,0.092778005,0.048838563
0.4550265,0.07437178,0.051162045
0.47439516,0.048800994,0.04638433
0.49665943,0.01275266,0.03242323
-0.5007889,-0.015997056,-0.032735914
-0.31464523,-0.11353252,-0.095162146
-0.14572093,-0.1449372,-0.14231086
-0.014346944,-0.12606642,-0.16654141
0.07097615,-0.072284915,-0.17143929
0.11808937,0.00033620192,-0.16759668
0.1429911,0.07491201,-0.16271627
0.1597732,0.13792077,-0.15900451
0.17630962,0.18274032,-0.15656567
0.1950366,0.20933145,-0.15529528
0.21531095,0.22173925,-0.15465613
0.23554558,0.22520018,-0.15367799
0.2545163,0.22395003,-0.15151522
0.27177826,0.22060734,-0.1478168
0.28745282,0.21647906,-0.14264825
0.30187166,0.21211523,-0.13624577
0.3153523,0.20770483,-0.12883815
0.32812262,0.20328565,-0.12056958
0.3403204,0.19883911,-0.111490265
0.35201856,0.19432656,-0.10158047
0.36325166,0.18969753,-0.090789445
0.37403542,0.18488781,-0.07907707
0.38438037,0.17981118,-0.066453084
0.39430308,0.17434211,-0.053011026
0.4038438,0.16829568,-0.03895819
0.41307914,0.16138554,-0.024628963
0.422154,0.15317307,-0.010484841
0.43131155,0.14299451,0.0029060366
0.4409319,0.1298801,0.014899995
0.45155972,0.112464435,0.024800234
0.46390086,0.08888079,0.031821966
0.4787344,0.056653675,0.03492164
0.4966262,0.012757167,0.03238297
-0.49951136,-0.016170135,-0.031189883
-0.32270777,-0.11337809,-0.0847376
-0.16146226,-0.14945245,-0.124960124
-0.0324544,-0.14152989,-0.1443756
0.055760514,-0.1033958,-0.14471538
0.10765849,-0.045067094,-0.13558361
0.13595086,0.023604719,-0.12620915
0.15356432,0.091644585,-0.119808905
0.16907068,0.14987755,-0.11552053
0.18643627,0.19324248,-0.11244142
0.20646593,0.22089703,-0.11063168
0.2281826,0.23535351,-0.11004782
0.24998625,0.24061465,-0.110050276
0.2705274,0.24050182,-0.10976412
0.2890955,0.2377,-0.108571164
0.30553374,0.23376364,-0.106219016
0.31997967,0.22948587,-0.102684684
0.33266002,0.22522925,-0.098023474
0.34378782,0.22112706,-0.092287585
0.3535454,0.21718828,-0.08550633
0.3621044,0.21334626,-0.07770206
0.3696584,0.20947894,-0.06892014
0.37645862,0.20541056,-0.05926192
0.38283673,0.20089746,-0.04891115
0.3892191,0.19561045,-0.038131997
0.396122,0.18906975,-0.027264794
0.4041167,0.18059404,-0.016665721
0.4137702,0.1692203,-0.0066431556
0.42556337,0.1536575,0.0026228938
0.43980962,0.1322833,0.011133937
0.45660868,0.10317959,0.019048056
0.47585925,0.06414568,0.026501892
0.4972948,0.012666584,0.033192117
-0.49850583,-0.016306365,-0.029973004
-0.3269136,-0.10991283,-0.08038587
-0.17058589,-0.14680205,-0.11605952
-0.044027723,-0.14486526,-0.13149431
0.044317286,-0.118982755,-0.12792557
0.097358614,-0.077738255,-0.1131238
0.12612008,-0.025319643,-0.09668067
0.1427118,0.03377072,-0.084428
0.15573877,0.0932985,-0.07664579
0.16964944,0.1470789,-0.07103934
0.18604724,0.19049509,-0.066204175
0.20490135,0.2212671,-0.06231806
0.22521776,0.23974887,-0.059940435
0.24551657,0.24841113,-0.058989435
0.26438954,0.25045776,-0.058778483
0.28089508,0.24864124,-0.058528967
0.29463524,0.24482286,-0.057698674
0.30561948,0.2400749,-0.056007747
0.3140938,0.23494533,-0.053338606
0.32043856,0.22968669,-0.04965286
0.32513824,0.22440572,-0.044960257
0.32879004,0.21914917,-0.039328367
0.33212057,0.21393682,-0.032909166
0.3359849,0.2087405,-0.025962655
0.34131956,0.20341536,-0.018838486
0.34908834,0.1975453,-0.011945168
0.36015323,0.19028805,-0.005647756
0.37512982,0.18023914,-0.00014428789
0.39421952,0.1654322,0.0046846326
0.41708642,0.14352626,0.009401637
0.44287014,0.112134285,0.015049447
0.47040224,0.069100544,0.023029432
0.49860817,0.012488647,0.03478152
-0.4971545,-0.016489437,-0.028337702
-0.32456222,-0.10418386,-0.08057241
-0.16817334,-0.13832162,-0.11463923
-0.042274762,-0.13686605,-0.12804784
0.044643044,-0.11658335,-0.12303338
0.095515296,-0.08776319,-0.10572429
0.12125902,-0.05343055,-0.08376756
0.13387895,-0.013347035,-0.063735604
0.14218618,0.031850964,-0.04879551
0.15098211,0.07960072,-0.038347047
0.1621059,0.1262464,-0.0301071
0.17576846,0.1678528,-0.02251136
0.19140846,0.2010156,-0.015571108
0.20801064,0.22391385,-0.010099512
0.22429056,0.23682204,-0.0066110855
0.23897877,0.24157129,-0.004896424
0.25113875,0.24048576,-0.0042851996
0.26035005,0.23559088,-0.004058566
0.26670578,0.2283613,-0.003668625
0.27071428,0.2198294,-0.002774906
0.27319366,0.21080291,-0.0012136062
0.27518806,0.20203258,0.001023144
0.2778963,0.19425899,0.0037936866
0.28258175,0.18810345,0.006818895
0.29045162,0.18384396,0.0097411545
0.30254388,0.18106852,0.01217927
0.31957996,0.17843391,0.013848167
0.34182656,0.17359777,0.014674705
0.3689507,0.16348541,0.014957762
0.39994314,0.1448338,0.015540938
0.4332367,0.11477853,0.017923305
0.46710083,0.07114904,0.024192069
0.5002361,0.012268105,0.036751527
-0.49504617,-0.016775064,-0.025786333
-0.31532747,-0.096792445,-0.08241834
-0.15382542,-0.1251808,-0.11715017
-0.026497547,-0.11999522,-0.13077816
0.05819387,-0.09987511,-0.12719454
0.10493702,-0.07691038,-0.11176987
0.12600248,-0.054888252,-0.08986042
0.13355793,-0.03251653,-0.06627417
0.13618012,-0.0074324924,-0.044696573
0.13874859,0.021573992,-0.026883502
0.14344631,0.054176606,-0.012563337
0.15077822,0.08875669,-0.00036135362
0.16036916,0.122718714,0.010850247
0.17142297,0.15288898,0.021245994
0.18295942,0.17641298,0.030211547
0.19395779,0.19168255,0.037029196
0.2035334,0.198663,0.04142709
0.21115015,0.19853128,0.043663632
0.21677904,0.19307348,0.044289354
0.22093745,0.18425976,0.04386602
0.22460023,0.17408843,0.04280405
0.22902921,0.1645227,0.0413195
0.23556647,0.15732475,0.039470784
0.24542733,0.15371074,0.037243284
0.2595373,0.15393479,0.03463039
0.2784386,0.15695876,0.03168496
0.30225554,0.16044062,0.028530663
0.3306679,0.16108026,0.025368948
0.36286622,0.15527816,0.022574002
0.39755407,0.13981779,0.020906663
0.43313587,0.11218501,0.02172726
0.46813834,0.070323125,0.026951319
0.50174004,0.012064362,0.038571473
-0.49200657,-0.017186869,-0.022107892
-0.3008375,-0.0873222,-0.08228315
-0.13076532,-0.1072642,-0.118583955
-0.0010033195,-0.09563686,-0.13448633
0.0805652,-0.07296324,-0.13504164
0.12215895,-0.05212688,-0.12516008
0.13870001,-0.03682495,-0.10870873
0.1427886,-0.02555154,-0.08868557
0.14220834,-0.015400279,-0.06754466
0.14103724,-0.003938495,-0.047123294
0.14116545,0.010238249,-0.028387431
0.14324622,0.027488278,-0.011413929
0.14724329,0.047263935,0.004206002
0.15274546,0.06817819,0.018815363
0.15918599,0.08821761,0.03231022
0.16599685,0.10522318,0.044129018
0.1727391,0.11753607,0.053542707
0.17922798,0.12451879,0.059998315
0.18562938,0.12672345,0.06330337
0.19248052,0.12570308,0.06360932
0.20060076,0.12359387,0.061300687
0.210908,0.122578666,0.05689945
0.22420996,0.124305055,0.051019847
0.24104999,0.129371,0.044345014
0.2616553,0.13705394,0.037560802
0.28594458,0.14538653,0.031271316
0.3135665,0.15158936,0.025906544
0.34389013,0.15272965,0.021729134
0.37600273,0.14635715,0.019003576
0.4088061,0.13076475,0.018293787
0.44125748,0.10460425,0.020683672
0.47266492,0.065996364,0.027615676
0.502946,0.011900968,0.040030997
-0.4883082,-0.017687907,-0.017632341
-0.28408042,-0.07486935,-0.07649408
-0.10431822,-0.08414014,-0.11374837
0.027470862,-0.06480231,-0.1333616
0.1050459,-0.03897241,-0.14024003
0.14161664,-0.019218521,-0.13867863
0.15535958,-0.007839553,-0.13162877
0.15921582,-0.002417416,-0.1209064
0.15980801,0.00015343617,-0.107730314
0.15992293,0.0022952848,-0.09305048
0.16061224,0.0055834656,-0.077601746
0.1622242,0.010845755,-0.06187191
0.16480388,0.01832588,-0.046137787
0.16826491,0.0277763,-0.030621797
0.17249133,0.038584564,-0.015670123
0.17741485,0.049934458,-0.001847707
0.18307172,0.06103336,0.01011321
0.18963176,0.07136946,0.019487765
0.19739567,0.080895245,0.025770249
0.20675302,0.090032294,0.028829124
0.21811129,0.099451385,0.028950075
0.23181792,0.109703235,0.026767438
0.24810179,0.12084119,0.02311719
0.26705474,0.13218233,0.018858425
0.28862917,0.14229704,0.014689693
0.31261146,0.1492792,0.011068298
0.3385923,0.15121306,0.008225058
0.36595774,0.14670405,0.0063538803
0.3939884,0.135191,0.005904629
0.42205492,0.11675326,0.007835815
0.4497779,0.09128111,0.0136001585
0.47705185,0.05732154,0.024680726
0.5040637,0.01174955,0.04138354
-0.48494732,-0.018143246,-0.013565048
-0.26959988,-0.059169184,-0.0626345
-0.081953086,-0.056810215,-0.09844921
0.050199624,-0.030149505,-0.12159097
0.12327073,-0.0017051542,-0.13511893
0.15577863,0.017549291,-0.14248261
0.1686412,0.027572842,-0.14599425
0.17455159,0.03196502,-0.14662394
0.1787582,0.03386637,-0.14461823
0.18283792,0.03523732,-0.14007571
0.18711573,0.03717721,-0.13318554
0.19161211,0.04025784,-0.12425616
0.19630443,0.044721626,-0.113662355
0.20119338,0.05060688,-0.101835
0.20632015,0.05783038,-0.08927163
0.21177863,0.06623949,-0.07653632
0.21772243,0.075650536,-0.06422753
0.2243606,0.08587793,-0.052901447
0.23193912,0.09674424,-0.042971537
0.24071383,0.10805564,-0.03462801
0.2509213,0.11953231,-0.027817493
0.26275462,0.13070755,-0.02230192
0.27634344,0.14083895,-0.017776959
0.29173273,0.14888005,-0.01400143
0.30889165,0.15356301,-0.010900479
0.32768917,0.1536298,-0.008555856
0.34798652,0.14813481,-0.0070681754
0.36976448,0.1367505,-0.0062544984
0.39325538,0.11990481,-0.0052686613
0.41884625,0.09858412,-0.0023267465
0.44661078,0.07367386,0.0051820404
0.47585398,0.04502274,0.019944951
0.5054899,0.011556331,0.04310947
-0.48341343,-0.018351045,-0.0117088575
-0.2626257,-0.041388635,-0.0415643
-0.071755685,-0.028303789,-0.07188787
0.05851964,0.0038893963,-0.09628793
0.12702374,0.03425074,-0.11419393
0.15578231,0.05415993,-0.12767011
0.1669079,0.06541126,-0.13836929
0.17249222,0.072039604,-0.14667161
0.17694949,0.07673449,-0.15229076
0.1814222,0.08081763,-0.15493779
0.18613155,0.08487138,-0.15458044
0.19112235,0.089152485,-0.1514175
0.19642237,0.09375391,-0.14578612
0.20204791,0.09871578,-0.13808125
0.20800567,0.10406091,-0.1287122
0.21430469,0.10980656,-0.11808533
0.22096452,0.11595453,-0.10659036
0.22801755,0.122466825,-0.094581835
0.23551403,0.1292339,-0.08235819
0.24351345,0.13603754,-0.070149034
0.2520733,0.14252116,-0.058126356
0.26123947,0.1481717,-0.046444356
0.27103752,0.152324,-0.03529774
0.28149852,0.15419982,-0.024970097
0.2927261,0.15296769,-0.015884977
0.3050063,0.14786531,-0.008546285
0.31903622,0.1383083,-0.0034318645
0.33614415,0.1240335,-0.0007071776
0.35830793,0.10524574,0.00020609531
0.38750502,0.08275863,0.0011993978
0.42414233,0.058039065,0.0058914186
0.465629,0.033110898,0.019210363
0.50749975,0.011284045,0.045541674
-0.48466974,-0.018180845,-0.0132291755
-0.2659807,-0.023874115,-0.018028557
-0.07760012,-0.0023849453,-0.038644668
0.049330596,0.032999232,-0.061412197
0.11436833,0.0644265,-0.08094742
0.13986395,0.085012995,-0.09710401
0.14762887,0.09693873,-0.11067077
0.14956377,0.10398252,-0.1217186
0.15026683,0.108632654,-0.12991479
0.15121703,0.11225384,-0.13504949
0.15294366,0.11560031,-0.13719876
0.15565048,0.11905478,-0.13661979
0.15943845,0.12273032,-0.13364545
0.16428423,0.12657286,-0.1285884
0.17007698,0.13045245,-0.12171466
0.17665322,0.13423921,-0.113252856
0.18382455,0.13783865,-0.1034147
0.19139814,0.14118691,-0.09241241
0.19919693,0.1442189,-0.0804684
0.20707583,0.1468256,-0.06782305
0.21493344,0.14882092,-0.05474232
0.22272362,0.14992565,-0.041527323
0.23047313,0.14977102,-0.028525183
0.23832153,0.14791313,-0.016130097
0.24665435,0.14385657,-0.00480428
0.25618762,0.13707705,0.0049386015
0.2682469,0.12703608,0.012538385
0.28501227,0.11321754,0.017477449
0.30962712,0.09526149,0.019542022
0.34549168,0.07333998,0.019490441
0.39393193,0.048904013,0.020176185
0.4512506,0.025693575,0.027277129
0.5095537,0.011005782,0.048027262
-0.48836902,-0.017679675,-0.017705888
-0.27801937,-0.009027574,0.0021863736
-0.09644389,0.018228907,-0.0062627974
0.027163748,0.054690257,-0.025479114
0.091408335,0.08591822,-0.045424506
0.116280384,0.105741546,-0.06308818
0.12230754,0.11574059,-0.07811746
0.12156296,0.11949307,-0.09039721
0.119351104,0.12001491,-0.09974699
0.11770578,0.1195219,-0.106139556
0.11741121,0.11951454,-0.10978372
0.11873351,0.12078702,-0.111000724
0.121719345,0.12349198,-0.11014599
0.12625761,0.12732422,-0.107499495
0.13213713,0.13174605,-0.10324487
0.13908444,0.13618931,-0.09749349
0.1467914,0.14018565,-0.09032917
0.15494643,0.14341602,-0.08185364
0.16327736,0.14569719,-0.07221938
0.17158636,0.14693075,-0.061648984
0.17977844,0.14704731,-0.050433435
0.1878792,0.14596345,-0.03890994
0.19604239,0.14355817,-0.027420113
0.20456965,0.13966368,-0.016249182
0.21396865,0.13405536,-0.0055976016
0.22501297,0.12644386,0.0044318154
0.23895712,0.116436735,0.013728427
0.2578498,0.10351177,0.02199376
0.28486547,0.0870918,0.02859472
0.32393402,0.06693914,0.032855302
0.37744445,0.044160858,0.035225406
0.4424461,0.022768198,0.038804296
0.5103353,0.010899884,0.048973195
-0.49338007,-0.017000789,-0.023770047
-0.2944417,0.0016265436,0.015966913
-0.121564314,0.032444436,0.019823715
-0.0005891855,0.068528876,0.0052317516
0.06546534,0.09831932,-0.014513655
0.09286295,0.11588146,-0.033451993
0.100122094,0.12200812,-0.04985258
0.099344544,0.12034955,-0.06331764
0.096573934,0.11490974,-0.07373616
0.09441082,0.10909656,-0.08115563
0.09384842,0.10526551,-0.08583539
0.09513806,0.10454966,-0.08818299
0.09824334,0.106998466,-0.08866758
0.103006504,0.1119152,-0.08768234
0.109224655,0.118243515,-0.085487485
0.1166559,0.124898754,-0.08220905
0.12501238,0.13098828,-0.07787756
0.1339751,0.13590646,-0.07248591
0.14324704,0.13932498,-0.066051014
0.15261701,0.14111654,-0.058670726
0.16201904,0.14126359,-0.050555784
0.17156808,0.13978857,-0.042021483
0.18156739,0.13671708,-0.033426356
0.19249806,0.13206154,-0.025046855
0.2050023,0.12579717,-0.016936744
0.21981832,0.11781688,-0.00878921
0.23784372,0.10785701,3.1060955e-07
0.26038405,0.095472015,0.009960694
0.28963593,0.080168515,0.020891558
0.3287674,0.06180803,0.031455476
0.38029698,0.041411668,0.039780717
0.44274494,0.022332309,0.045021024
0.5095258,0.011009553,0.04799356
-0.49875453,-0.01627267,-0.030273993
-0.31146294,0.007665513,0.023511916
-0.14726487,0.04034586,0.03822333
-0.028460981,0.075261645,0.02887951
0.04052011,0.10278267,0.010208176
0.07209171,0.11719623,-0.009479167
0.08242831,0.11879183,-0.02706659
0.083374225,0.11155128,-0.041688725
0.08158488,0.10056138,-0.053093556
0.08018742,0.09028924,-0.06125552
0.08034033,0.08366409,-0.06643565
0.08222645,0.08188714,-0.06914567
0.085702196,0.08473569,-0.07001628
0.090593904,0.091066174,-0.069618
0.09678184,0.09933149,-0.068361506
0.10415036,0.108021475,-0.066461965
0.11252271,0.115964994,-0.06395565
0.121650144,0.12245918,-0.060756806
0.13126916,0.12723348,-0.056744684
0.14119157,0.13029741,-0.051866565
0.15139224,0.13175777,-0.04622356
0.1620688,0.13168286,-0.040105104
0.17366764,0.13005255,-0.033940706
0.18687595,0.126778,-0.028141616
0.20257495,0.121740595,-0.022861687
0.22165212,0.114770085,-0.017682267
0.24481462,0.105567716,-0.011482281
0.27253824,0.09369749,-0.0028008046
0.30547756,0.07883094,0.009108697
0.34502152,0.061214186,0.023114327
0.3927784,0.04211659,0.036119815
0.4484168,0.024127554,0.044562332
0.50818217,0.011191592,0.046367504
-0.5040349,-0.015557297,-0.03666407
-0.32706285,0.00956172,0.026475206
-0.17052227,0.04274254,0.049977217
-0.05370109,0.07619501,0.045941997
0.018100683,0.101235546,0.029076463
0.054077614,0.112499915,0.009151568
0.06815258,0.110184565,-0.009486909
0.071696945,0.098679826,-0.02530106
0.07177008,0.08384127,-0.03767812
0.07190095,0.07070811,-0.046435636
0.07334651,0.062388845,-0.051866647
0.07620703,0.059981182,-0.05462762
0.08026166,0.06299075,-0.055536266
0.085368,0.06990513,-0.055350006
0.09152245,0.07879503,-0.054636087
0.098744065,0.08786755,-0.053696647
0.106953256,0.09587393,-0.052549034
0.11594089,0.10228794,-0.050972555
0.12544194,0.10722676,-0.048624344
0.13525878,0.11116092,-0.045213837
0.14538479,0.114544496,-0.04068354
0.15609059,0.11751827,-0.035319015
0.16796063,0.11980084,-0.029716229
0.18189359,0.12078727,-0.024574464
0.19904353,0.11977395,-0.020379696
0.22061518,0.11612846,-0.016957736
0.24749582,0.10932702,-0.0131686665
0.27982527,0.09892612,-0.007070171
0.3170172,0.08475583,0.0029695395
0.3584983,0.067347765,0.016603913
0.40432808,0.048131246,0.030785376
0.4544576,0.028975464,0.041183706
0.507241,0.011319101,0.045228537
-0.50905013,-0.014877839,-0.042733338
-0.3405571,0.008382194,0.026382158
-0.1903092,0.040974807,0.056633715
-0.07530932,0.07303007,0.057429947
-0.0012668441,0.09606852,0.042645663
0.038630337,0.10511892,0.022782002
0.056389302,0.10049922,0.0032451015
0.062795535,0.086783834,-0.013606308
0.06509267,0.07000251,-0.02668285
0.067062296,0.055205997,-0.0356801
0.07001968,0.045440316,-0.04101168
0.07402434,0.04176333,-0.043551736
0.07886068,0.043613218,-0.044339623
0.08448017,0.049312994,-0.04436257
0.091019526,0.056701463,-0.044397943
0.09861967,0.0638146,-0.044873655
0.10725805,0.06944835,-0.045772973
0.11669794,0.0734386,-0.04662559
0.12656465,0.07656059,-0.046627812
0.13650182,0.080072455,-0.044920497
0.14635351,0.08507193,-0.040978752
0.15632614,0.09193077,-0.034945343
0.16708773,0.100047424,-0.027688267
0.17976783,0.10800838,-0.020490138
0.19586073,0.11406904,-0.014504323
0.21698043,0.11667235,-0.010160681
0.24446055,0.114759095,-0.006753121
0.27873206,0.10778297,-0.002451802
0.31888306,0.09568794,0.004816716
0.3630662,0.07906372,0.015682241
0.40966684,0.059133314,0.028137697
0.45788223,0.036881793,0.038512267
0.5068839,0.011367478,0.044796396
-0.5137143,-0.014245949,-0.048377715
-0.35191765,0.0054222313,0.024237616
-0.20662664,0.03663765,0.05949003
-0.09322706,0.06756955,0.06440295
-0.017585948,0.0895517,0.051687717
0.025456917,0.09790792,0.032153353
0.04640228,0.09300524,0.012127343
0.05543894,0.07916871,-0.0051766955
0.059828345,0.061960354,-0.018206857
0.06348815,0.045976117,-0.026634268
0.06778342,0.03409014,-0.031096118
0.07278708,0.027522955,-0.032729693
0.07833361,0.025997236,-0.03283607
0.08448244,0.028032703,-0.032698028
0.09150911,0.03149779,-0.033417244
0.09969285,0.034377642,-0.03569825
0.10911953,0.035525523,-0.03962966
0.11960387,0.03513095,-0.044529434
0.13073258,0.03469226,-0.04895201
0.1419712,0.036426358,-0.05101478
0.15281518,0.0423041,-0.049115174
0.16302206,0.053116407,-0.042771757
0.17292051,0.068007395,-0.03301203
0.18363495,0.084677316,-0.021941856
0.19701377,0.10013607,-0.0117745595
0.2152493,0.11159745,-0.00389014
0.240327,0.11715032,0.0016839046
0.27336222,0.11590657,0.006280488
0.31394094,0.107775874,0.0119144395
0.36000416,0.09320807,0.01988754
0.40878248,0.07288431,0.029473498
0.45812184,0.046660878,0.038228914
0.5068294,0.011374857,0.044730484
-0.5179547,-0.0136714615,-0.053509317
-0.36141044,0.0018150542,0.020705622
-0.21997486,0.031158438,0.05956705
-0.1079429,0.06125442,0.06793367
-0.031269584,0.0831829,0.057255603
0.014076863,0.09239695,0.0384442
0.037475202,0.08908814,0.01862524
0.04857215,0.076896735,0.0017957502
0.05454442,0.06040707,-0.010119742
0.059376128,0.043383483,-0.016860453
0.064488314,0.028385093,-0.019344524
0.069979616,0.016899215,-0.01900816
0.07570428,0.009299996,-0.01741972
0.08175242,0.0048189047,-0.016159013
0.08846232,0.0018357711,-0.016696831
0.096233636,-0.0014311508,-0.02015377
0.10536589,-0.00603837,-0.026973942
0.11601814,-0.0115882885,-0.036561966
0.12822962,-0.016043078,-0.047008056
0.14182627,-0.016327135,-0.055253275
0.15615858,-0.00960186,-0.058103725
0.17004113,0.0053486167,-0.05386266
0.18240426,0.027368678,-0.04336248
0.19338907,0.053235166,-0.02940788
0.20483465,0.07876609,-0.015211058
0.21967468,0.10004664,-0.0030856945
0.24087407,0.114318244,0.006126159
0.27050182,0.120222546,0.013043446
0.30903292,0.11745482,0.019205509
0.35496128,0.10615691,0.025992401
0.4052087,0.086272545,0.033447955
0.4564804,0.056388117,0.040077284
0.5066778,0.011395388,0.044547085
-0.5217179,-0.013161634,-0.058063373
-0.369476,-0.0016995694,0.016298864
-0.23114927,0.025484005,0.057718102
-0.12029951,0.05486779,0.06906539
-0.04301681,0.07741994,0.06049443
0.003915146,0.088596255,0.042897195
0.029042711,0.08820567,0.024059122
0.04153816,0.0789416,0.008619778
0.048429754,0.064149916,-0.0012267684
0.053728927,0.04651871,-0.005326436
0.05893011,0.02803777,-0.0049074846
0.06416946,0.010317878,-0.0017470226
0.0692693,-0.005497678,0.0023026695
0.07425064,-0.019011732,0.005429036
0.07940302,-0.030688819,0.005902653
0.08517813,-0.041496903,0.002242732
0.092143826,-0.052109864,-0.0064497953
0.10110713,-0.062006988,-0.019961832
0.11324308,-0.068995185,-0.03631782
0.12970297,-0.069627926,-0.051543668
0.15032752,-0.060614318,-0.06081438
0.17250527,-0.04065455,-0.06105789
0.1922897,-0.011502861,-0.05280316
0.20750548,0.022593912,-0.03922237
0.21953243,0.056572016,-0.023841523
0.23222396,0.085954145,-0.009224909
0.24979554,0.10764548,0.0032702014
0.2753734,0.12003023,0.013469895
0.31032303,0.12254839,0.022091825
0.35390833,0.11491958,0.029996878
0.40338692,0.09627547,0.037218876
0.45505524,0.063976355,0.042481698
0.50614643,0.011467385,0.043903977
-0.52498454,-0.012719083,-0.062016454
-0.37675518,-0.004814178,0.011454582
-0.24125433,0.019995658,0.054703955
-0.13149004,0.0485369,0.068804815
-0.053792782,0.07188509,0.06254082
-0.005660736,0.085432425,0.046629835
0.020759838,0.08849542,0.02934635
0.034195825,0.08277906,0.015803311
0.041482527,0.07042407,0.008371828
0.04664239,0.0530409,0.007100429
0.05128489,0.031907547,0.010462774
0.055635195,0.008476637,0.01629715
0.059515856,-0.015555693,0.02242462
0.062874846,-0.038586684,0.026848922
0.06592237,-0.05954816,0.02775953
0.06912142,-0.07803094,0.02356827
0.07331437,-0.09388529,0.0131365005
0.08014859,-0.106423795,-0.0036485111
0.09248907,-0.113670185,-0.024909494
0.1135845,-0.112329364,-0.046083022
0.14387994,-0.099158764,-0.061151743
0.1780804,-0.0733856,-0.06624392
0.20785563,-0.03796852,-0.061939083
0.22858474,0.0017557701,-0.05137994
0.24204399,0.040427387,-0.03752785
0.25350466,0.073898464,-0.022474162
0.26828885,0.099474736,-0.007716917
0.29014173,0.11570698,0.0058848006
0.320882,0.121912085,0.018127462
0.36032918,0.11739083,0.029025532
0.40634874,0.10051739,0.038047463
0.4555759,0.06767394,0.0435394
0.5052235,0.0115924245,0.04278707
-0.5277731,-0.0123413,-0.06539103
-0.38421378,-0.0075747264,0.0065061604
-0.2519312,0.014562608,0.0512183
-0.14334227,0.04185291,0.0682104
-0.065152,0.06568504,0.06469609
-0.015691977,0.08135973,0.050926827
0.012125076,0.08766132,0.03545193
0.026520709,0.08540273,0.023710435
0.03409528,0.07575639,0.018195763
0.03888958,0.059509832,0.018888066
0.042689934,0.03735715,0.024026351
0.045905508,0.010510909,0.031100424
0.048444074,-0.019087479,0.037624072
0.05023564,-0.049038924,0.04149453
0.051430047,-0.07707498,0.041019052
0.05251607,-0.1015548,0.034817643
0.054727826,-0.12149306,0.021864612
0.060968682,-0.13591254,0.0019965314
0.07653834,-0.14275311,-0.022913862
0.107016996,-0.13852835,-0.047952488
0.15163521,-0.12035818,-0.06673988
0.19933529,-0.08916802,-0.07572659
0.236926,-0.04991473,-0.07572638
0.26003808,-0.008593632,-0.06901296
0.27312547,0.030146834,-0.057402868
0.28315264,0.063268684,-0.042486306
0.2957261,0.088921934,-0.025894014
0.314323,0.1060713,-0.00898832
0.3405906,0.114052795,0.0073051513
0.3745772,0.11186327,0.022207765
0.41481343,0.09733673,0.034493417
0.4587651,0.06633016,0.041998804
0.5041827,0.011733427,0.041527558
-0.530148,-0.012019541,-0.06826513
-0.39338163,-0.010346623,0.001530124
-0.2658364,0.008516579,0.047735516
-0.15901962,0.033819336,0.068395905
-0.08010937,0.057451278,0.068705186
-0.028618287,0.07462247,0.057867493
0.0014121181,0.08357763,0.044379793
0.017463144,0.0843735,0.03392803
0.025806969,0.077483535,0.029198134
0.030506331,0.06317439,0.030260982
0.033582307,0.04179213,0.03530659
0.035706654,0.014367855,0.041643295
0.036927745,-0.017139614,0.04662283
0.03717231,-0.050108384,0.048181582
0.03654311,-0.08188025,0.044925302
0.035702337,-0.11032693,0.035891593
0.036788423,-0.13386592,0.02035394
0.045004282,-0.15060167,-0.0017746813
0.069080375,-0.1571835,-0.028592495
